EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
718696,WALLACE CO.,SHARON SPGS,08/13/2017,1806,Hail,1.00, ,0,0,0,0,KS,MST-7, ,119896,C,199,GLD,0,0,Public, , , ,1,WNW,1,WNW,SHARON SPGS,38.89,-101.75,38.89,-101.75,"The hail ranged from pea to quarter size.","During the early evening hail up to quarter size was reported from a southeast moving thunderstorm in Sharon Springs.",1
719579,CHEYENNE CO.,BIRD CITY,08/14/2017,1603,Hail,0.75, ,0,0,0,0,KS,CST-6, ,120100,C,23,GLD,0,0,Public, , , ,13,N,13,N,BIRD CITY,39.9328,-101.5046,39.9328,-101.5046,"","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",2
719581,CHEYENNE CO.,BIRD CITY,08/14/2017,1615,Hail,1.25, ,0,0,0,0,KS,CST-6, ,120100,C,23,GLD,0,0,Trained Spotter, , , ,0,N,0,N,BIRD CITY,39.75,-101.53,39.75,-101.53,"The hail size ranged from quarter to half dollar in size.  Hail in town was up to three inches deep.","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",3
719580,RAWLINS CO.,MC DONALD,08/14/2017,1628,Hail,1.00, ,0,0,0,0,KS,CST-6, ,120100,C,153,GLD,0,0,Trained Spotter, , , ,0,N,0,N,MC DONALD,39.7846,-101.3712,39.7846,-101.3712,"","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",4
719587,SHERMAN CO.,GOODLAND ARPT,08/14/2017,1636,Hail,1.00, ,0,0,0,0,KS,MST-7, ,120100,C,181,GLD,0,0,Trained Spotter, , , ,12,NNE,12,NNE,GOODLAND ARPT,39.5187,-101.572,39.5187,-101.572,"The hail ranged from pea to quarter size, but was mostly pea size.  The ground is white with hail.","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",5
719582,CHEYENNE CO.,BIRD CITY,08/14/2017,1638,Hail,0.75, ,0,0,0,0,KS,CST-6, ,120100,C,23,GLD,0,0,Public, , , ,2,WSW,2,WSW,BIRD CITY,39.7428,-101.5605,39.7428,-101.5605,"The hail ranged from dime to nickel size at the Bird City Airport.","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",6
719583,CHEYENNE CO.,BIRD CITY,08/14/2017,1648,Hail,1.25, ,0,0,0,0,KS,CST-6, ,120100,C,23,GLD,0,0,Trained Spotter, , , ,1,SSW,1,SSW,BIRD CITY,39.7421,-101.5332,39.7421,-101.5332,"","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",7
719584,CHEYENNE CO.,BIRD CITY ARPT,08/14/2017,1654,Hail,1.00, ,0,0,0,0,KS,CST-6, ,120100,C,23,GLD,0,0,Law Enforcement, , , ,1,SW,1,SW,BIRD CITY ARPT,39.7166,-101.5433,39.7166,-101.5433,"The hail ranged from dime to quarter size, with a depth of four inches on the road.","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",8
719588,SHERMAN CO.,GOODLAND ARPT,08/14/2017,1703,Hail,1.00, ,0,0,0,0,KS,MST-7, ,120100,C,181,GLD,0,0,Public, , , ,12,NE,12,NE,GOODLAND ARPT,39.5114,-101.5732,39.5114,-101.5732,"The hail started off as nickel size then increased to quarter size and was brief.  The hail then decreased in size to peas.","During the latter part of the afternoon a cluster of thunderstorms moved southwest producing hail up to half dollar size and heavy rainfall.  Before the thunderstorms began moving southwest, they left hail up to three inches deep in Bird City.  The largest hail was reported at Bird City.",9
720207,POTTAWATOMIE CO.,LOUISVILLE,08/14/2017,1837,Hail,1.00, ,0,0,0,0,KS,CST-6, ,120200,C,149,TOP,0,0,Public, , , ,2,NE,2,NE,LOUISVILLE,39.27,-96.29,39.27,-96.29,"Wind gusts of 40 to 50 mph were also reported.","An isolated thunderstorm produced quarter size hail in Pottawatomie County during the evening hours of August 13th. A complex of thunderstorms produced damaging winds in Cloud County during the early morning hours of August 16th. Additional thunderstorms during the afternoon hours of August 16th produced damaging wind reports across Anderson County.",10
