EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
643280,OSBORNE CO.,OSBORNE,07/30/2016,2300,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,106783,C,141,GID,0,0,Mesonet, , , ,1,NNW,1,NNW,OSBORNE,39.45,-98.71,39.45,-98.71,"Rainfall total of 3.68 inches was measured by a KSU mesonet site.","Heavy rain and a little severe hail occurred on this Saturday night. The first couple storms initiated over Norton County between 9 and 10 p.m. CST. Additional storms formed southeastward across Phillips into Rooks County. A short line segment of multi-cell storms evolved, with new development extending further southeast into Osborne County after 11 p.m. CST. Numerous other single cell storms then developed across Rooks, Osborne, and Mitchell Counties, with cell mergers eventually resulting in a large cluster of storms that propagated east across Osborne and Mitchell Counties. Two to four inches of rain fell across Rooks, Osborne, and Mitchell Counties, mostly within a 2-hour period. The highest rainfall reported was 3.85 inches in Osborne. One storm did produce hail up to 1.5 inches in diameter just north of Stockton. That was the only severe weather reported, but winds were measured at 56 mph in rural Mitchell County, a few miles east of Tipton.||At sunset Saturday evening, a quasi-stationary front was oriented east-to-west from the Mid-Atlantic and Ohio Valley through the mid-Mississippi Valley to near the Kansas-Oklahoma border. Its western extent was banked up against the Rockies. A low pressure system was over Montana. As the low continued to mature, the front began lifting north as a warm front. These storms formed on the cool side of the surface front and by daybreak Sunday, the front extended from northwest-to-southeast across Kansas. In the upper levels, the Westerlies were over the northern half of the U.S. and were characterized by low amplitude. A slight ridge was over the Northern Rockies, with a slight trough over the Midwest and Great Lakes. A low was over southwest Canada, with a shortwave trough moving into the Pacific Northwest. In the pre-convective environment, surface temperatures were in the middle 70s, with dewpoints in the upper 60s to near 70. Mid-level lapse rates were between 7 and 7.4 degrees C/km, resulting in MUCAPE of 2000-2500 J/kg. Effective deep layer shear was 25-30 kts.",1
652175,NORTON CO.,ALMENA,07/30/2016,2329,Hail,1.75, ,0,0,0,0,KS,CST-6, ,108866,C,137,GLD,0,0,Law Enforcement, , , ,2,N,2,N,ALMENA,39.9101,-99.702,39.9101,-99.702,"","Around midnight a severe thunderstorm developed over Almena.  The thunderstorm produced hail up to golf ball size and estimated wind gusts of 60 MPH.",2
652176,NORTON CO.,ALMENA,07/30/2016,2345,Hail,1.25, ,0,0,0,0,KS,CST-6, ,108866,C,137,GLD,0,0,Public, , , ,5,NNW,5,NNW,ALMENA,39.9516,-99.739,39.9516,-99.739,"The hail sizes ranged from pea to half dollar.","Around midnight a severe thunderstorm developed over Almena.  The thunderstorm produced hail up to golf ball size and estimated wind gusts of 60 MPH.",3
652177,NORTON CO.,ALMENA,07/30/2016,2345,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,108866,C,137,GLD,0,0,Public, , , ,5,NNW,5,NNW,ALMENA,39.9516,-99.739,39.9516,-99.739,"The winds flipped a piece of farm equipment over.","Around midnight a severe thunderstorm developed over Almena.  The thunderstorm produced hail up to golf ball size and estimated wind gusts of 60 MPH.",4
643276,ROOKS CO.,STOCKTON,07/31/2016,35,Hail,1.50, ,0,0,25000,100000,KS,CST-6, ,106783,C,163,GID,0,0,Law Enforcement, , , ,4,N,4,N,STOCKTON,39.4879,-99.28,39.4879,-99.28,"","Heavy rain and a little severe hail occurred on this Saturday night. The first couple storms initiated over Norton County between 9 and 10 p.m. CST. Additional storms formed southeastward across Phillips into Rooks County. A short line segment of multi-cell storms evolved, with new development extending further southeast into Osborne County after 11 p.m. CST. Numerous other single cell storms then developed across Rooks, Osborne, and Mitchell Counties, with cell mergers eventually resulting in a large cluster of storms that propagated east across Osborne and Mitchell Counties. Two to four inches of rain fell across Rooks, Osborne, and Mitchell Counties, mostly within a 2-hour period. The highest rainfall reported was 3.85 inches in Osborne. One storm did produce hail up to 1.5 inches in diameter just north of Stockton. That was the only severe weather reported, but winds were measured at 56 mph in rural Mitchell County, a few miles east of Tipton.||At sunset Saturday evening, a quasi-stationary front was oriented east-to-west from the Mid-Atlantic and Ohio Valley through the mid-Mississippi Valley to near the Kansas-Oklahoma border. Its western extent was banked up against the Rockies. A low pressure system was over Montana. As the low continued to mature, the front began lifting north as a warm front. These storms formed on the cool side of the surface front and by daybreak Sunday, the front extended from northwest-to-southeast across Kansas. In the upper levels, the Westerlies were over the northern half of the U.S. and were characterized by low amplitude. A slight ridge was over the Northern Rockies, with a slight trough over the Midwest and Great Lakes. A low was over southwest Canada, with a shortwave trough moving into the Pacific Northwest. In the pre-convective environment, surface temperatures were in the middle 70s, with dewpoints in the upper 60s to near 70. Mid-level lapse rates were between 7 and 7.4 degrees C/km, resulting in MUCAPE of 2000-2500 J/kg. Effective deep layer shear was 25-30 kts.",5
643277,OSBORNE CO.,OSBORNE,07/31/2016,500,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,106783,C,141,GID,0,0,CoCoRaHS, , , ,0,N,0,N,OSBORNE,39.43,-98.7,39.43,-98.7,"A storm total rainfall amount of 3.36 inches was reported.","Heavy rain and a little severe hail occurred on this Saturday night. The first couple storms initiated over Norton County between 9 and 10 p.m. CST. Additional storms formed southeastward across Phillips into Rooks County. A short line segment of multi-cell storms evolved, with new development extending further southeast into Osborne County after 11 p.m. CST. Numerous other single cell storms then developed across Rooks, Osborne, and Mitchell Counties, with cell mergers eventually resulting in a large cluster of storms that propagated east across Osborne and Mitchell Counties. Two to four inches of rain fell across Rooks, Osborne, and Mitchell Counties, mostly within a 2-hour period. The highest rainfall reported was 3.85 inches in Osborne. One storm did produce hail up to 1.5 inches in diameter just north of Stockton. That was the only severe weather reported, but winds were measured at 56 mph in rural Mitchell County, a few miles east of Tipton.||At sunset Saturday evening, a quasi-stationary front was oriented east-to-west from the Mid-Atlantic and Ohio Valley through the mid-Mississippi Valley to near the Kansas-Oklahoma border. Its western extent was banked up against the Rockies. A low pressure system was over Montana. As the low continued to mature, the front began lifting north as a warm front. These storms formed on the cool side of the surface front and by daybreak Sunday, the front extended from northwest-to-southeast across Kansas. In the upper levels, the Westerlies were over the northern half of the U.S. and were characterized by low amplitude. A slight ridge was over the Northern Rockies, with a slight trough over the Midwest and Great Lakes. A low was over southwest Canada, with a shortwave trough moving into the Pacific Northwest. In the pre-convective environment, surface temperatures were in the middle 70s, with dewpoints in the upper 60s to near 70. Mid-level lapse rates were between 7 and 7.4 degrees C/km, resulting in MUCAPE of 2000-2500 J/kg. Effective deep layer shear was 25-30 kts.",6
643278,OSBORNE CO.,OSBORNE,07/31/2016,500,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,106783,C,141,GID,0,0,Mesonet, , , ,1,NNW,1,NNW,OSBORNE,39.4434,-98.7072,39.4434,-98.7072,"A storm total rainfall amount of 3.85 inches was reported, most of which fell between 1-3 a.m.","Heavy rain and a little severe hail occurred on this Saturday night. The first couple storms initiated over Norton County between 9 and 10 p.m. CST. Additional storms formed southeastward across Phillips into Rooks County. A short line segment of multi-cell storms evolved, with new development extending further southeast into Osborne County after 11 p.m. CST. Numerous other single cell storms then developed across Rooks, Osborne, and Mitchell Counties, with cell mergers eventually resulting in a large cluster of storms that propagated east across Osborne and Mitchell Counties. Two to four inches of rain fell across Rooks, Osborne, and Mitchell Counties, mostly within a 2-hour period. The highest rainfall reported was 3.85 inches in Osborne. One storm did produce hail up to 1.5 inches in diameter just north of Stockton. That was the only severe weather reported, but winds were measured at 56 mph in rural Mitchell County, a few miles east of Tipton.||At sunset Saturday evening, a quasi-stationary front was oriented east-to-west from the Mid-Atlantic and Ohio Valley through the mid-Mississippi Valley to near the Kansas-Oklahoma border. Its western extent was banked up against the Rockies. A low pressure system was over Montana. As the low continued to mature, the front began lifting north as a warm front. These storms formed on the cool side of the surface front and by daybreak Sunday, the front extended from northwest-to-southeast across Kansas. In the upper levels, the Westerlies were over the northern half of the U.S. and were characterized by low amplitude. A slight ridge was over the Northern Rockies, with a slight trough over the Midwest and Great Lakes. A low was over southwest Canada, with a shortwave trough moving into the Pacific Northwest. In the pre-convective environment, surface temperatures were in the middle 70s, with dewpoints in the upper 60s to near 70. Mid-level lapse rates were between 7 and 7.4 degrees C/km, resulting in MUCAPE of 2000-2500 J/kg. Effective deep layer shear was 25-30 kts.",7
643279,OSBORNE CO.,ALTON,07/31/2016,700,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,106783,C,141,GID,0,0,COOP Observer, , , ,2,SW,2,SW,ALTON,39.4495,-98.9765,39.4495,-98.9765,"A storm total rainfall amount of 3.27 inches was reported.","Heavy rain and a little severe hail occurred on this Saturday night. The first couple storms initiated over Norton County between 9 and 10 p.m. CST. Additional storms formed southeastward across Phillips into Rooks County. A short line segment of multi-cell storms evolved, with new development extending further southeast into Osborne County after 11 p.m. CST. Numerous other single cell storms then developed across Rooks, Osborne, and Mitchell Counties, with cell mergers eventually resulting in a large cluster of storms that propagated east across Osborne and Mitchell Counties. Two to four inches of rain fell across Rooks, Osborne, and Mitchell Counties, mostly within a 2-hour period. The highest rainfall reported was 3.85 inches in Osborne. One storm did produce hail up to 1.5 inches in diameter just north of Stockton. That was the only severe weather reported, but winds were measured at 56 mph in rural Mitchell County, a few miles east of Tipton.||At sunset Saturday evening, a quasi-stationary front was oriented east-to-west from the Mid-Atlantic and Ohio Valley through the mid-Mississippi Valley to near the Kansas-Oklahoma border. Its western extent was banked up against the Rockies. A low pressure system was over Montana. As the low continued to mature, the front began lifting north as a warm front. These storms formed on the cool side of the surface front and by daybreak Sunday, the front extended from northwest-to-southeast across Kansas. In the upper levels, the Westerlies were over the northern half of the U.S. and were characterized by low amplitude. A slight ridge was over the Northern Rockies, with a slight trough over the Midwest and Great Lakes. A low was over southwest Canada, with a shortwave trough moving into the Pacific Northwest. In the pre-convective environment, surface temperatures were in the middle 70s, with dewpoints in the upper 60s to near 70. Mid-level lapse rates were between 7 and 7.4 degrees C/km, resulting in MUCAPE of 2000-2500 J/kg. Effective deep layer shear was 25-30 kts.",8
658775,FORD CO.,HOWELL,08/04/2016,1550,Thunderstorm Wind,78.00, ,0,0,0,0,KS,CST-6,EG,110166,C,57,DDC,0,0,County Official, , , ,0,N,0,N,HOWELL,37.78,-100.18,37.78,-100.18,"Several 10 to 12 inch diameter tree limbs were broken by the high wind.","Pulse type thunderstorms under a weakly sheared wind field became severe in isolated spots.",9
658776,FORD CO.,HOWELL,08/04/2016,1552,Thunderstorm Wind,65.00, ,0,0,0,0,KS,CST-6,EG,110166,C,57,DDC,0,0,Law Enforcement, , , ,0,N,0,N,HOWELL,37.78,-100.18,37.78,-100.18,"A power pole was blown down by the high wind.","Pulse type thunderstorms under a weakly sheared wind field became severe in isolated spots.",10
