EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
615088,ROOKS (ZONE), ,01/20/2016,1400,Winter Weather, , ,0,0,0,0,KS,CST-6, ,102942,Z,17,GID,0,0,COOP Observer, , , , , , , , , , , , ,"Storm total snowfall amounts ranged from 3 to 5 inches.","Several inches of snow fell over southeastern portions of north central Kansas on this Wednesday afternoon and lasted into the nighttime hours. A band of snow lifted from central Kansas into north-central Kansas. This band's northward progress slowed and it actually stalled for a few hours Wednesday evening, as an upper-level low formed. This resulted in 3 to 6 inches of snow falling over most of north-central Kansas, with the highest amounts over portions of Jewell and Mitchell counties. After midnight, the circulation associated with the upper low then moved southeast into eastern Kansas, with the intensity of the snow diminishing.||This was mainly an upper-level system as surface features were not well defined. The shortwave trough was associated with a cold front that moved through the western United States during the day Wednesday. This front dropped south-southeast, missing the Central Plains. Only an inverted surface trough was over the region. In the upper-levels, low-amplitude northwest flow was over the United States with the mean ridge axis along the West Coast. A potent shortwave trough over the Pacific Northwest during the morning amplified and deepened as it emerged over the Plains during the night.",1
615089,OSBORNE (ZONE), ,01/20/2016,1400,Winter Weather, , ,0,0,0,0,KS,CST-6, ,102942,Z,18,GID,0,0,COOP Observer, , , , , , , , , , , , ,"Storm total snowfall amounts ranged from 3 to 6 inches.","Several inches of snow fell over southeastern portions of north central Kansas on this Wednesday afternoon and lasted into the nighttime hours. A band of snow lifted from central Kansas into north-central Kansas. This band's northward progress slowed and it actually stalled for a few hours Wednesday evening, as an upper-level low formed. This resulted in 3 to 6 inches of snow falling over most of north-central Kansas, with the highest amounts over portions of Jewell and Mitchell counties. After midnight, the circulation associated with the upper low then moved southeast into eastern Kansas, with the intensity of the snow diminishing.||This was mainly an upper-level system as surface features were not well defined. The shortwave trough was associated with a cold front that moved through the western United States during the day Wednesday. This front dropped south-southeast, missing the Central Plains. Only an inverted surface trough was over the region. In the upper-levels, low-amplitude northwest flow was over the United States with the mean ridge axis along the West Coast. A potent shortwave trough over the Pacific Northwest during the morning amplified and deepened as it emerged over the Plains during the night.",2
615090,MITCHELL (ZONE), ,01/20/2016,1500,Winter Weather, , ,0,0,0,0,KS,CST-6, ,102942,Z,19,GID,0,0,COOP Observer, , , , , , , , , , , , ,"Storm total snowfall amounts ranged from 3 to 7 inches.","Several inches of snow fell over southeastern portions of north central Kansas on this Wednesday afternoon and lasted into the nighttime hours. A band of snow lifted from central Kansas into north-central Kansas. This band's northward progress slowed and it actually stalled for a few hours Wednesday evening, as an upper-level low formed. This resulted in 3 to 6 inches of snow falling over most of north-central Kansas, with the highest amounts over portions of Jewell and Mitchell counties. After midnight, the circulation associated with the upper low then moved southeast into eastern Kansas, with the intensity of the snow diminishing.||This was mainly an upper-level system as surface features were not well defined. The shortwave trough was associated with a cold front that moved through the western United States during the day Wednesday. This front dropped south-southeast, missing the Central Plains. Only an inverted surface trough was over the region. In the upper-levels, low-amplitude northwest flow was over the United States with the mean ridge axis along the West Coast. A potent shortwave trough over the Pacific Northwest during the morning amplified and deepened as it emerged over the Plains during the night.",3
615091,SMITH (ZONE), ,01/20/2016,1500,Winter Weather, , ,0,0,0,0,KS,CST-6, ,102942,Z,6,GID,0,0,COOP Observer, , , , , , , , , , , , ,"Storm total snowfall amounts ranged from 2 to 4 inches.","Several inches of snow fell over southeastern portions of north central Kansas on this Wednesday afternoon and lasted into the nighttime hours. A band of snow lifted from central Kansas into north-central Kansas. This band's northward progress slowed and it actually stalled for a few hours Wednesday evening, as an upper-level low formed. This resulted in 3 to 6 inches of snow falling over most of north-central Kansas, with the highest amounts over portions of Jewell and Mitchell counties. After midnight, the circulation associated with the upper low then moved southeast into eastern Kansas, with the intensity of the snow diminishing.||This was mainly an upper-level system as surface features were not well defined. The shortwave trough was associated with a cold front that moved through the western United States during the day Wednesday. This front dropped south-southeast, missing the Central Plains. Only an inverted surface trough was over the region. In the upper-levels, low-amplitude northwest flow was over the United States with the mean ridge axis along the West Coast. A potent shortwave trough over the Pacific Northwest during the morning amplified and deepened as it emerged over the Plains during the night.",4
615092,JEWELL (ZONE), ,01/20/2016,1600,Winter Weather, , ,0,0,0,0,KS,CST-6, ,102942,Z,7,GID,0,0,COOP Observer, , , , , , , , , , , , ,"Storm total snowfall amounts ranged from 3 to 7 inches.","Several inches of snow fell over southeastern portions of north central Kansas on this Wednesday afternoon and lasted into the nighttime hours. A band of snow lifted from central Kansas into north-central Kansas. This band's northward progress slowed and it actually stalled for a few hours Wednesday evening, as an upper-level low formed. This resulted in 3 to 6 inches of snow falling over most of north-central Kansas, with the highest amounts over portions of Jewell and Mitchell counties. After midnight, the circulation associated with the upper low then moved southeast into eastern Kansas, with the intensity of the snow diminishing.||This was mainly an upper-level system as surface features were not well defined. The shortwave trough was associated with a cold front that moved through the western United States during the day Wednesday. This front dropped south-southeast, missing the Central Plains. Only an inverted surface trough was over the region. In the upper-levels, low-amplitude northwest flow was over the United States with the mean ridge axis along the West Coast. A potent shortwave trough over the Pacific Northwest during the morning amplified and deepened as it emerged over the Plains during the night.",5
608321,GEARY (ZONE), ,01/20/2016,2000,Winter Storm, , ,0,0,0,0,KS,CST-6, ,101711,Z,36,TOP,0,0,Trained Spotter, , , , , , , , , , , , ,"Observers reported 5 to 6 inches of snow across the county early Thursday morning from the storm.  Between 5 and 6 inches of snow was reported in Junction City at 10am on the 21st.","A compact storm system moved slowly across Kansas and dumped 5-8 inches of snow across parts of north central and central Kansas beginning after sunset of the 20th and continuing into the morning hours of January 21st.  Impacts were limited to travel since winds were generally under 15 mph.  Periods of light freezing drizzle were also observed with this system across the area although amounts were very light and only impacted untreated roadways.",6
608320,CLOUD (ZONE), ,01/20/2016,2000,Winter Storm, , ,0,0,0,0,KS,CST-6, ,101711,Z,20,TOP,0,0,COOP Observer, , , , , , , , , , , , ,"Observers reported 5 to 8 inches of snow across the county early Thursday morning from the storm.  Had an observation of 6 in Concordia just after midnight on the 21st.","A compact storm system moved slowly across Kansas and dumped 5-8 inches of snow across parts of north central and central Kansas beginning after sunset of the 20th and continuing into the morning hours of January 21st.  Impacts were limited to travel since winds were generally under 15 mph.  Periods of light freezing drizzle were also observed with this system across the area although amounts were very light and only impacted untreated roadways.",7
608319,CLAY (ZONE), ,01/20/2016,2000,Winter Storm, , ,0,0,0,0,KS,CST-6, ,101711,Z,21,TOP,0,0,COOP Observer, , , , , , , , , , , , ,"Observers reported 5 to 8 inches of snow across the county early Thursday morning from the storm.","A compact storm system moved slowly across Kansas and dumped 5-8 inches of snow across parts of north central and central Kansas beginning after sunset of the 20th and continuing into the morning hours of January 21st.  Impacts were limited to travel since winds were generally under 15 mph.  Periods of light freezing drizzle were also observed with this system across the area although amounts were very light and only impacted untreated roadways.",8
608438,MARSHALL (ZONE), ,01/20/2016,2000,Winter Storm, , ,0,0,0,0,KS,CST-6, ,101711,Z,10,TOP,0,0,Emergency Manager, , , , , , , , , , , , ,"EM reported 5-6 inches of snow in Marysville early Thursday morning.  The southwest half of Marshall county received 5-7 inches of snow from this storm.","A compact storm system moved slowly across Kansas and dumped 5-8 inches of snow across parts of north central and central Kansas beginning after sunset of the 20th and continuing into the morning hours of January 21st.  Impacts were limited to travel since winds were generally under 15 mph.  Periods of light freezing drizzle were also observed with this system across the area although amounts were very light and only impacted untreated roadways.",9
608322,OTTAWA (ZONE), ,01/20/2016,2000,Winter Storm, , ,0,0,0,0,KS,CST-6, ,101711,Z,34,TOP,0,0,Trained Spotter, , , , , , , , , , , , ,"Observers reported 5 to 6 inches of snow across the county early Thursday morning from the storm.  Between 5 and 6 inches of snow was reported in 4ENE of Ada at 7am on the 21st.","A compact storm system moved slowly across Kansas and dumped 5-8 inches of snow across parts of north central and central Kansas beginning after sunset of the 20th and continuing into the morning hours of January 21st.  Impacts were limited to travel since winds were generally under 15 mph.  Periods of light freezing drizzle were also observed with this system across the area although amounts were very light and only impacted untreated roadways.",10
