EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
672343,BARBER (ZONE), ,12/18/2016,0,Extreme Cold/Wind Chill, , ,1,1,0,0,KS,CST-6, ,112629,Z,90,DDC,0,0,State Official, , , , , , , , , , , , ,"The coroner reported that a 52 year old male froze to death sometime between midnight and 12 PM on the 18th.  The location was near Manter.  The individual apparently was under the influence of drugs and got locked out of his home and was not able to get back inside.  Low temperatures were around 20 below zero.","A brutally cold airmass settled across the region behind several strong cold fronts. The coldest air was observed on the 18th with low temperatures well below zero. The coldest reading was -27F near Kendall. There was one fatality due to the cold, although other circumstances led to the eventual death.",1
681108,SHERMAN (ZONE), ,12/23/2016,17,Winter Weather, , ,0,0,0,0,KS,MST-7, ,113761,Z,13,GLD,0,0,Law Enforcement, , , , , , , , , , , , ,"Five accidents reported by Sherman County Dispatch. Accidents occurred on Interstate 70 from the Colorado border to MM 7. 1 rollover, 2 vehicles on their side, and 2 slide offs.","Freezing rain passed through the Tri-State Region on the morning of December 23rd. This area of freezing rain led to widespread travel impacts and numerous accidents on highways and Interstate 70.",2
681104,CHEYENNE (ZONE), ,12/23/2016,700,Winter Weather, , ,0,0,0,0,KS,CST-6, ,113761,Z,1,GLD,0,0,Law Enforcement, , , , , , , , , , , , ,"At least 1 accident reported due to icy roads in Cheyenne County. Location of accident unknown.","Freezing rain passed through the Tri-State Region on the morning of December 23rd. This area of freezing rain led to widespread travel impacts and numerous accidents on highways and Interstate 70.",3
681105,RAWLINS (ZONE), ,12/23/2016,700,Winter Weather, , ,0,2,0,0,KS,CST-6, ,113761,Z,2,GLD,0,0,Law Enforcement, , , , , , , , , , , , ,"At least 4 accidents reported by Rawlins County Dispatch. At least two people were taken to the hospital.","Freezing rain passed through the Tri-State Region on the morning of December 23rd. This area of freezing rain led to widespread travel impacts and numerous accidents on highways and Interstate 70.",4
672707,SEWARD CO.,KISMET,12/25/2016,855,Tornado, ,EF0,0,0,0,0,KS,CST-6, ,112630,C,175,DDC,0,0,NWS Storm Survey, ,0.65,25,3,S,2,S,KISMET,37.1597,-100.6967,37.1687,-100.6935,"This was a QLCS tornado that did damage to a hog farm.  Estimated wind speeds were 80 MPH.","A very anomalous weather set-up was in place on Christmas Day across the area.  Early morning dew points had risen to around 60 degrees F which is extremely usual and perhaps unprecedented for southwest Kansas for December 25.   A squall line moved across the entire area and for a while produced QLCS brief tornadoes of which a few caused damage.  High wind behind the Pacific front and dryline was observed during the afternoon.",5
672344,CHEYENNE CO.,ST FRANCIS ARPT,12/25/2016,900,Thunderstorm Wind,83.00, ,0,0,26000,0,KS,CST-6,EG,112481,C,23,GLD,0,0,Public, , , ,4,W,4,W,ST FRANCIS ARPT,39.7555,-101.8722,39.7555,-101.8722,"Two buildings on a farm were destroyed.  One was a cinder block bottom with a wood top that was flattened.  The blocks were scattered around the yard.  A newer vehicle inside was damaged.  The second building was a barn that was pushed off its foundation and part of the roof was blown off.  Estimated the time of damage.","A line of northward moving thunderstorms moved east across Northwest Kansas.  The line of storms produced wind gusts strong enough to tear down a porch and blow out car windows in Grinnell.  Estimated wind gusts based on the damage were 90 MPH.",6
670658,GOVE CO.,GRINNELL,12/25/2016,920,Thunderstorm Wind,78.00, ,0,0,8000,0,KS,CST-6,EG,112481,C,63,GLD,0,0,Public, , , ,0,S,0,S,GRINNELL,39.1233,-100.6306,39.1233,-100.6306,"Thunderstorm wind gusts blew a porch down and blew out car windows in town.","A line of northward moving thunderstorms moved east across Northwest Kansas.  The line of storms produced wind gusts strong enough to tear down a porch and blow out car windows in Grinnell.  Estimated wind gusts based on the damage were 90 MPH.",7
672708,FORD CO.,DODGE CITY,12/25/2016,944,Tornado, ,EF0,0,0,0,0,KS,CST-6, ,112630,C,57,DDC,0,0,NWS Storm Survey, ,5.79,40,11,SW,5,SW,DODGE CITY,37.6199,-100.1431,37.6887,-100.0827,"This was a QLCS tornado that did damage to a road maintainer and an outbuilding.","A very anomalous weather set-up was in place on Christmas Day across the area.  Early morning dew points had risen to around 60 degrees F which is extremely usual and perhaps unprecedented for southwest Kansas for December 25.   A squall line moved across the entire area and for a while produced QLCS brief tornadoes of which a few caused damage.  High wind behind the Pacific front and dryline was observed during the afternoon.",8
672637,FORD CO.,(DDC)DODGE CITY ARPT,12/25/2016,1002,Thunderstorm Wind,56.00, ,0,0,0,0,KS,CST-6,MG,112630,C,57,DDC,0,0,ASOS, , , ,1,SE,1,SE,(DDC)DODGE CITY ARPT,37.76,-99.96,37.76,-99.96,"","A very anomalous weather set-up was in place on Christmas Day across the area.  Early morning dew points had risen to around 60 degrees F which is extremely usual and perhaps unprecedented for southwest Kansas for December 25.   A squall line moved across the entire area and for a while produced QLCS brief tornadoes of which a few caused damage.  High wind behind the Pacific front and dryline was observed during the afternoon.",9
672709,FORD CO.,BUCKLIN,12/25/2016,1030,Tornado, ,EF0,0,0,0,0,KS,CST-6, ,112630,C,57,DDC,0,0,NWS Storm Survey, ,0.24,30,5,SE,5,SE,BUCKLIN,37.4969,-99.5583,37.5001,-99.5565,"This QLCS developed in the far eastern parts of Ford county and quickly moved into Kiowa County.  It overturned a wind shelter for cattle as it moved towards the county line.","A very anomalous weather set-up was in place on Christmas Day across the area.  Early morning dew points had risen to around 60 degrees F which is extremely usual and perhaps unprecedented for southwest Kansas for December 25.   A squall line moved across the entire area and for a while produced QLCS brief tornadoes of which a few caused damage.  High wind behind the Pacific front and dryline was observed during the afternoon.",10
