EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
639670,LANE CO.,HEALY,05/10/2016,1605,Hail,1.75, ,0,0,0,0,KS,CST-6, ,106574,C,101,DDC,0,0,Law Enforcement, , , ,3,S,3,S,HEALY,38.56,-100.63,38.56,-100.63,"","A few severe thunderstorms were observed during the late afternoon.",1
639671,SCOTT CO.,TRACTOR,05/10/2016,1610,Hail,0.88, ,0,0,0,0,KS,CST-6, ,106574,C,171,DDC,0,0,Law Enforcement, , , ,0,N,0,N,TRACTOR,38.48,-100.83,38.48,-100.83,"","A few severe thunderstorms were observed during the late afternoon.",2
626550,DECATUR CO.,JENNINGS,05/10/2016,1618,Hail,1.00, ,0,0,0,0,KS,CST-6, ,104612,C,39,GLD,0,0,Law Enforcement, , , ,1,W,1,W,JENNINGS,39.6796,-100.2933,39.6796,-100.2933,"The hailstones started out as dime size, then increased to quarter size with hail covering the ground.","A single severe thunderstorm developed over Northwest Kansas, moving northeast.  Hail reports ranged from dime to quarter size with the storm.  Estimated wind gust reports with the storm ranged from 60 to 70 MPH.",3
634477,NORTON CO.,NORTON,05/10/2016,1700,Thunderstorm Wind,61.00, ,0,0,0,0,KS,CST-6,EG,104612,C,137,GLD,0,0,Trained Spotter, , , ,6,S,6,S,NORTON,39.7402,-99.8795,39.7402,-99.8795,"Estimated wind gusts of 65-70 MPH occurred with quarter size hail.","A single severe thunderstorm developed over Northwest Kansas, moving northeast.  Hail reports ranged from dime to quarter size with the storm.  Estimated wind gust reports with the storm ranged from 60 to 70 MPH.",4
626551,NORTON CO.,NORTON,05/10/2016,1700,Hail,1.00, ,0,0,0,0,KS,CST-6, ,104612,C,137,GLD,0,0,Trained Spotter, , , ,5,S,5,S,NORTON,39.7512,-99.8903,39.7512,-99.8903,"Estimated thunderstorm wind gusts of 65-70 MPH also occurred with the hail.","A single severe thunderstorm developed over Northwest Kansas, moving northeast.  Hail reports ranged from dime to quarter size with the storm.  Estimated wind gust reports with the storm ranged from 60 to 70 MPH.",5
626552,NORTON CO.,CALVERT,05/10/2016,1720,Hail,0.75, ,0,0,0,0,KS,CST-6, ,104612,C,137,GLD,0,0,Trained Spotter, , , ,5,S,5,S,CALVERT,39.7852,-99.7586,39.7852,-99.7586,"Estimated wind speeds of 50-60 MPH also occurred with the dime size hail.","A single severe thunderstorm developed over Northwest Kansas, moving northeast.  Hail reports ranged from dime to quarter size with the storm.  Estimated wind gust reports with the storm ranged from 60 to 70 MPH.",6
634478,NORTON CO.,CALVERT,05/10/2016,1720,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,104612,C,137,GLD,0,0,Trained Spotter, , , ,5,S,5,S,CALVERT,39.7851,-99.7586,39.7851,-99.7586,"Estimated wind gusts of 50-60 MPH also occurred with dime size hail.","A single severe thunderstorm developed over Northwest Kansas, moving northeast.  Hail reports ranged from dime to quarter size with the storm.  Estimated wind gust reports with the storm ranged from 60 to 70 MPH.",7
624664,PHILLIPS CO.,PRAIRIE VIEW,05/10/2016,1735,Hail,1.00, ,0,0,0,0,KS,CST-6, ,104308,C,147,GID,0,0,Trained Spotter, , , ,0,N,0,N,PRAIRIE VIEW,39.83,-99.57,39.83,-99.57,"","Funnel clouds and quarter size hail occurred in Phillips County on this Tuesday afternoon. Between 1 and 3 p.m. CST, a few showers developed over northwest Kansas. By 4 p.m., one of these showers intensified into a severe thunderstorm as it crossed Decatur and Norton Counties. This storm continued eastward, passing through most of western and northern Phillips County between 4:30 p.m. and 5:30 p.m. CST. Hail as large as quarters was reported in Prairie View, and funnel clouds were reported just northwest of Phillipsburg.||This storm formed as a cold front was pressing into the area from the north and west. Temperatures were in the lower 80s with dewpoints in the upper 50s, but since mid-level lapse rates were low (6.5 degrees C/km), MLCAPE was only around 1000 J/kg. Effective deep layer shear was 30-35 knots. In the upper-levels, a low was over Montana, embedded within a long-wave trough over the West.",8
639629,MORTON (ZONE), ,05/10/2016,2210,High Wind,56.00, ,0,0,0,0,KS,CST-6,MG,104214,Z,84,DDC,0,0,Department of Highways, , , , , , , , , , , , ,"The location is 8 miles WNW of Wilburton.","A cold front combining with outflow from high based thunderstorms across northern Kansas produced widespread high wind during the early morning hours, before sunrise.",9
639623,HASKELL (ZONE), ,05/10/2016,2300,High Wind,70.00, ,0,0,65000,0,KS,CST-6,EG,104214,Z,76,DDC,0,0,Public, , , , , , , , , , , , ,"A pivot irrigation sprinkler was overturned by the high wind at a field 3 miles south of Sublette.","A cold front combining with outflow from high based thunderstorms across northern Kansas produced widespread high wind during the early morning hours, before sunrise.",10
